Release_Date,Production_Budget,Worldwide_Gross
2007-03-08,130000000,442161562
2007-03-08,25000000,14334401
2007-03-08,16500000,39380876
2007-03-08,5250000,786677
2007-03-08,5000000,1375194
2007-03-10,6000000,26007
2007-03-16,40000000,79123
2007-03-16,20000000,81461343
2007-03-16,14000000,13205411
2007-03-16,8300000,25670174
2007-03-23,60000000,95538560
2007-03-23,35000000,96096018
2007-03-23,20000000,20081987
2007-03-23,15000000,37466538
2007-03-23,8400000,6831069
2007-03-23,1300000,635305
2007-03-30,61000000,145594548
2007-04-05,258000000,890875303
2007-04-05,55000000,6521829
2007-04-05,13000000,5175088
2007-04-07,10000000,7037886
2007-04-09,8000000,414617
2007-04-13,20000000,118537627
2007-04-13,15500000,1237615
2007-04-13,750000,5520368
2007-04-20,16000000,81742618
2007-04-20,10500000,14140402
2007-04-27,10800000,2862544
2007-04-27,7400000,9443864
2007-05-01,47000000,37923818
2007-05-01,21000000,43632609
2007-05-01,20000000,8135024
2007-05-01,2400000,1420418
2007-05-04,40000000,62226214
2007-05-09,1500000,194568
2007-05-10,21500000,92987651
2007-05-10,15000000,22441
2007-05-10,500000,53201
2007-05-12,7000000,231450102
2007-05-16,150000,23344056
2007-05-17,160000000,807330936
2007-05-18,10000000,5950002
2007-05-18,8000000,127188
2007-05-24,300000000,963420425
2007-05-25,4000000,8302995
2007-06-04,53000000,50187789
2007-06-04,25000000,7164995
2007-06-04,22000000,27238354
2007-06-15,120000000,288215319
2007-06-15,30000000,7755686
2007-06-15,20000000,30703845
2007-06-15,8000000,456814
2007-06-15,300000,70807
2007-06-15,200000,1217
2007-06-22,175000000,174131329
2007-06-22,22500000,131263370
2007-06-22,15000000,19153568
2007-06-22,9000000,36535837
2007-06-22,4000000,3858964
2007-06-27,110000000,382288147
2007-06-29,150000000,626549695
2007-06-29,1900000,139317
2007-07-09,48000000,71171825
2007-07-09,40000000,7729552
2007-07-09,11000000,3231251
2007-07-09,10000000,900926
2007-07-09,2000000,1134358
2007-07-09,1500000,240396
2007-07-12,205000000,367262558
2007-07-12,30000000,129779728
2007-07-12,2600000,71248
2007-07-18,800000,200433
2007-07-20,85000000,185708462
2007-07-20,75000000,203035572
2007-07-20,40000000,32030610
2007-07-25,2380000,8739576
2007-07-27,72500000,527071022
2007-07-27,28000000,91943956
2007-07-27,21600000,791154
2007-07-27,7000000,5694308
2007-07-27,2000000,1433319
2007-08-06,100000000,145395745
2007-08-06,85000000,311744465
2007-08-06,15500000,88611837
2007-08-06,7500000,33606409
2007-08-08,6000000,18209872
2007-08-17,80000000,40147042
2007-08-17,67000000,25357771
2007-08-17,20000000,46790428
2007-08-17,17500000,169955142
2007-08-24,25000000,234981342
2007-08-24,25000000,40686409
2007-08-24,13000000,3260555
2007-08-24,10100000,1066555
2007-08-24,2500000,72260
2007-08-31,20000000,16907831
2007-08-31,15000000,77514401
2007-08-31,4500000,51957
2007-09-02,50000000,80583311
2007-09-02,2200000,388390
2007-09-02,2000000,81197047
2007-09-03,60000000,454161935
2007-09-03,12000000,92618117
2007-09-03,9000000,3438735
2007-09-03,8500000,20288774
2007-09-11,35000000,63211088
2007-09-11,25000000,164051250
2007-09-11,3000000,163069
2007-09-14,50000000,56077088
2007-09-14,45000000,29367143
2007-09-14,32000000,79915361
2007-09-14,23000000,24489150
2007-09-14,10000000,1165102
2007-09-14,3500000,221096
2007-09-21,45000000,146162920
2007-09-21,30000000,15313631
2007-09-21,25000000,59183821
2007-09-21,20000000,56822960
2007-09-21,16500000,13636339
2007-09-28,72500000,86509602
2007-09-28,22000000,146590987
2007-09-28,15000000,65261291
2007-09-28,12000000,1513388
2007-10-08,180000000,256585882
2007-10-08,70000000,137022245
2007-10-10,6400000,8902141
2007-10-19,30000000,80276156
2007-10-19,27500000,26939925
2007-10-19,19000000,34352162
2007-10-19,16000000,8120148
2007-10-19,10000000,1051907
2007-10-19,4600000,731767
2007-10-19,1000000,473769
2007-10-19,600000,23616
2007-10-26,10000000,135759694
2007-10-26,3300000,12405473
2007-11-05,20000000,20819601
2007-11-05,15000000,64232714
2007-11-05,8000000,458232
2007-11-05,1500000,139084
2007-11-07,150000000,942943935
2007-11-14,17000000,364607
2007-11-16,150000000,194995215
2007-11-16,45000000,31077418
2007-11-16,5000000,861325
2007-11-21,85000000,340384141
2007-11-21,25000000,66015869
2007-11-21,20000000,12397613
2007-11-21,17500000,99135571
2007-11-21,13000000,49733545
2007-11-21,13000000,57189408
2007-11-28,9000000,10642023
2007-11-30,14000000,22754472
2007-11-30,8600000,32968648
2007-12-01,80000000,113325743
2007-12-01,14000000,75525718
2007-12-10,55000000,74870866
2007-12-10,28000000,55307857
2007-12-10,15000000,55934178
2007-12-10,12500000,11277119
2007-12-14,150000000,585532684
2007-12-14,55000000,362605033
2007-12-14,30000000,2717302
2007-12-14,20000000,74180745
2007-12-14,250000,284174
2007-12-21,75000000,119512771
2007-12-21,35000000,20606053
2007-12-21,30000000,155769678
2007-12-21,10000000,1537479
2007-12-25,45000000,174810815
2007-12-25,40000000,128884494
2007-12-25,40000000,103429755
2007-12-25,15000000,30261293
2007-12-25,7300000,25397460
2007-12-26,25000000,77208711
2007-12-28,4000000,79250193
2007-12-31,28000000,22860477
2007-12-31,17500000,60865364
2007-12-31,16500000,21404122
2008-01-02,20000000,6947084
2008-01-02,12000000,57577765
2008-01-02,10000000,21596074
2008-01-02,6500000,70712099
2008-01-02,1600000,14253760
2008-01-07,150000000,624234272
2008-01-08,175000000,405760225
2008-01-08,21000000,17589867
2008-01-08,15000000,1590246
2008-01-08,1000000,6030129
2008-01-10,2500000,13881317
2008-01-18,30000000,160247805
2008-01-18,25000000,171302226
2008-01-18,22000000,25044057
2008-01-18,4900000,15198
2008-01-18,2000000,2350641
2008-01-18,1000000,304472
2008-01-23,15000000,26170402
2008-01-25,47500000,112214531
2008-01-25,35000000,52649951
2008-01-25,30000000,84646831
2008-01-25,17000000,8607815
2008-01-25,900000,11993156
2008-02-05,186000000,584604126
2008-02-05,40000000,106548738
2008-02-05,7000000,2667084
2008-02-05,2000000,11263263
2008-02-14,92500000,162839667
2008-02-14,82500000,223636949
2008-02-14,17500000,148586910
2008-02-14,7000000,55617866
2008-02-15,6000000,17252287
2008-02-15,2750000,5394447
2008-02-22,40000000,150886329
2008-02-22,20000000,30894247
2008-02-22,12000000,5295909
2008-02-22,7500000,4151836
2008-02-22,6250000,20199663
2008-02-22,50000,406299
2008-02-29,55000000,43980363
2008-02-29,40000000,78269970
2008-03-07,6000000,3330012
2008-03-10,28000000,12031443
2008-03-10,25000000,20052958
2008-03-10,20000000,154218168
2008-03-10,20000000,7022183
2008-03-10,20000000,4504111
2008-03-10,12000000,17475475
2008-03-10,10000000,33886017
2008-03-14,85000000,299477886
2008-03-14,33000000,21621188
2008-03-14,21000000,39319801
2008-03-14,15000000,8200127
2008-03-19,1700000,23271741
2008-03-21,40000000,49686263
2008-03-21,20000000,41975388
2008-03-21,8000000,47782426
2008-03-21,3000000,115879
2008-03-21,850000,442638
2008-03-28,35000000,159846429
2008-03-28,35000000,73026302
2008-03-28,25000000,11229035
2008-03-28,10000000,33512260
2008-03-28,250000,67665
2008-04-01,20000000,44513466
2008-04-04,58000000,41348628
2008-04-04,37000000,101857425
2008-04-04,25000000,22910563
2008-04-04,10000000,22198996
2008-04-04,1000000,16173879
2008-04-07,113500000,132999811
2008-04-07,18500000,33954018
2008-04-15,3000000,895932
2008-04-18,55000000,129075270
2008-04-18,30000000,105173042
2008-04-18,30000000,32955399
2008-04-18,12000000,7203439
2008-04-18,8000000,3270974
2008-04-18,500000,32033
2008-04-25,30000000,64170447
2008-04-25,25000000,12850033
2008-04-25,23000000,4673377
2008-04-25,12000000,43353117
2008-04-25,5000000,332120
2008-05-09,45000000,46598133
2008-05-09,6000000,36497
2008-05-12,35000000,10157534
2008-05-12,29000000,28452945
2008-05-12,12000000,8942516
2008-05-16,225000000,417341288
2008-05-22,185000000,786558145
2008-05-23,20000000,8221700
2008-05-23,10000000,1299855
2008-05-28,4600000,968805
2008-05-30,57500000,415247258
2008-05-30,9000000,83051676
2008-05-30,5000000,67505
2008-06-06,130000000,631910531
2008-06-06,90000000,202910991
2008-06-06,18000000,27147349
2008-06-06,8000000,2476491
2008-06-08,27000000,44270131
2008-06-08,26000000,102404019
2008-06-08,5000000,4815890
2008-06-13,137500000,263417913
2008-06-13,60000000,162778384
2008-06-13,200000,140016
2008-06-20,80000000,226739416
2008-06-20,62000000,40123346
2008-06-20,10000000,17657973
2008-06-20,2500000,3838486
2008-06-27,180000000,532590994
2008-06-27,75000000,342416460
2008-07-03,105000000,269065678
2008-07-03,20000000,66143005
2008-07-03,20000000,47300771
2008-07-03,12000000,2975188
2008-07-03,1500000,414404
2008-07-11,150000000,599516844
2008-07-11,40000000,12345883
2008-07-11,28000000,94500826
2008-07-11,12500000,44083403
2008-07-11,8500000,198883
2008-07-18,185000000,1002572859
2008-07-18,52000000,615748877
2008-07-18,37000000,67029956
2008-07-18,15000000,6379575
2008-07-18,30000,243768
2008-07-25,65000000,128468793
2008-07-25,35000000,68170792
2008-07-25,16000000,247474497
2008-07-25,1900000,5617067
2008-08-01,10000000,8243567
2008-08-02,72500000,109362966
2008-08-02,27500000,43607627
2008-08-02,15000000,34533783
2008-08-10,18000000,27794339
2008-08-13,90000000,191091250
2008-08-14,10000,401
2008-08-15,35000000,77220596
2008-08-15,25000000,43530281
2008-08-15,16000000,104504817
2008-08-15,8500000,68695443
2008-08-20,15000000,8767338
2008-08-22,65000000,72516819
2008-08-22,25000000,71390601
2008-08-22,23000000,11778396
2008-08-22,9000000,4934104
2008-08-26,38000000,5473041
2008-08-27,22000000,27882226
2008-08-29,45000000,70216497
2008-08-29,20000000,36720752
2008-08-29,6000000,6176114
2008-08-29,4900000,7174984
2008-09-05,120000000,93394462
2008-09-05,35000000,218535708
2008-09-05,450000,22623
2008-09-19,27000000,45160110
2008-09-19,22000000,31013349
2008-09-19,20000000,44821299
2008-09-19,20000000,27911453
2008-09-19,20000000,34787111
2008-09-19,20000000,29843245
2008-09-19,6537890,14319195
2008-09-26,80000000,178066569
2008-09-26,45000000,9676497
2008-09-26,14000000,266967
2008-09-26,3400000,4124277
2008-09-26,500000,33473297
2008-10-10,67500000,118556530
2008-10-10,38000000,17830244
2008-10-10,37500000,9813309
2008-10-10,12000000,41924774
2008-10-10,200000,212989
2008-10-10,200000,52443
2008-10-12,32500000,112964875
2008-10-12,300000,1416046
2008-10-17,35000000,85761789
2008-10-17,27000000,2412123
2008-10-17,25100000,28575778
2008-10-17,19000000,10412485
2008-10-17,11000000,39984023
2008-10-24,55000000,113805580
2008-10-24,30000000,43440721
2008-10-24,20000000,4453327
2008-10-24,20000000,4383538
2008-10-24,11000000,274392880
2008-10-24,10800000,118209778
2008-10-24,4500000,12247682
2008-10-24,2000000,2046090
2008-10-24,400000,655538
2008-10-31,24000000,36856306
2008-10-31,5000000,15318257
2008-10-31,2500000,507446
2008-10-31,2000000,4294373
2008-10-31,1500000,173066
2008-10-31,240000,7484
2008-11-01,60000000,13233220
2008-11-01,15000000,13248444
2008-11-04,20000000,65454793
2008-11-04,18000000,57193655
2008-11-04,4000000,19174817
2008-11-07,82500000,160388063
2008-11-07,60000000,50648806
2008-11-07,45000000,243180937
2008-11-07,3400000,12636
2008-11-14,230000000,591692078
2008-11-14,2500000,174255
2008-11-21,150000000,328015209
2008-11-21,37000000,402280159
2008-11-21,1000000,26822
2008-11-26,130000000,215080810
2008-11-26,80000000,168311558
2008-11-26,20000000,57293371
2008-12-09,60000000,78481410
2008-12-09,37000000,168167798
2008-12-09,16000000,50103808
2008-12-11,14000000,384519665
2008-12-12,80000000,233066978
2008-12-12,58000000,30118557
2008-12-12,40000000,915840
2008-12-12,25000000,274543085
2008-12-12,20000000,53191101
2008-12-12,2600000,564474
2008-12-17,6000000,46634275
2008-12-19,60000000,90482317
2008-12-19,54000000,166617328
2008-12-19,50000000,225990976
2008-12-25,160000000,329809326
2008-12-25,90000000,203902107
2008-12-25,80000000,221468935
2008-12-25,60000000,247812011
2008-12-25,60000000,39006188
2008-12-25,2000000,13912289
2008-12-26,45000000,79564960
2008-12-31,20000000,38585047
2008-12-31,18000000,627422
2008-12-31,16000000,31631
2008-12-31,15000000,3436763
2008-12-31,13700000,11738256
2008-12-31,5000000,1504960
2008-12-31,2700000,5377665
2008-12-31,1200000,81338
2009-01-05,150000000,374825760
2009-01-07,102500000,212282709
2009-01-07,90000000,859701857
2009-01-16,50000000,52987754
2009-01-16,35000000,122213085
2009-01-16,26000000,185904750
2009-01-16,19000000,45005151
2009-01-16,14000000,102836002
2009-01-23,60000000,66655938
2009-01-23,50000000,1250617
2009-01-23,35000000,89102315
2009-01-23,750000,814801
2009-01-30,25000000,226941585
2009-01-30,8000000,29937909
2009-01-30,3250000,34114067
2009-02-10,23600000,102236596
2009-02-10,18500000,32679264
2009-02-10,15000000,18856151
2009-02-10,7000000,30360570
2009-02-13,50000000,53850527
2009-02-13,17000000,92670237
2009-02-13,12000000,16349034
2009-02-13,6200000,37339594
2009-02-20,20000000,18608570
2009-02-20,17500000,90508336
2009-02-27,50000000,12335036
2009-02-27,500000,77121
2009-03-04,85000000,363064265
2009-03-04,9800000,17553055
2009-03-13,50000000,105103783
2009-03-13,15000000,46526243
2009-03-13,6000000,4713059
2009-03-13,5000000,17329337
2009-03-20,60000000,81079566
2009-03-20,50000000,186450317
2009-03-20,40000000,91729503
2009-03-20,2000000,30955
2009-03-27,175000000,381687380
2009-03-27,20000000,17306648
2009-04-09,50000000,42002029
2009-04-09,15000000,40127259
2009-04-09,7500000,10849158
2009-04-12,30000000,166842739
2009-04-12,26000000,45043870
2009-04-12,20000000,23661038
2009-04-12,20000000,9208876
2009-04-12,4300000,9791282
2009-04-17,60000000,88832210
2009-04-17,40000000,139474906
2009-04-17,20000000,35472739
2009-04-17,2500000,108907
2009-04-22,47000000,116773317
2009-04-23,500000,44793168
2009-04-24,60000000,38389024
2009-04-24,20000000,73964713
2009-04-24,18000000,315000
2009-05-06,100000000,69548641
2009-05-06,35000000,465764086
2009-05-06,21000000,10108016
2009-05-06,17000000,20465206
2009-05-06,12000000,1620056
2009-05-15,150000000,490875846
2009-05-15,20000000,5531756
2009-05-21,200000000,365491792
2009-05-22,150000000,402231063
2009-05-22,25000000,32092761
2009-05-22,14000000,20537741
2009-05-22,1300000,1005840
2009-05-29,175000000,731542621
2009-05-29,30000000,91388487
2009-05-29,13000000,109421911
2009-05-29,1500000,31916
2009-06-02,60000000,126037057
2009-06-02,40000000,181053657
2009-06-02,38000000,44411527
2009-06-02,6000000,1418304
2009-06-03,138000000,184068357
2009-06-11,190000000,315709697
2009-06-11,25000000,26341896
2009-06-11,24000000,67348218
2009-06-11,10000000,68722848
2009-06-11,10000000,49486874
2009-06-19,60000000,57604723
2009-06-19,40000000,314709717
2009-06-19,15000000,35106706
2009-06-19,800000,2194020
2009-06-23,17000000,13446115
2009-06-24,210000000,836519699
2009-06-26,27500000,96673002
2009-06-26,23000000,2715657
2009-06-26,15000000,49894223
2009-06-26,3500000,1396395
2009-07-04,12000000,5400624
2009-07-07,5000000,4568257
2009-07-08,175000000,302469017
2009-07-08,40000000,126646119
2009-07-08,14000000,22815460
2009-07-11,12000000,20122558
2009-07-14,2100000,23266821
2009-07-15,250000000,935083686
2009-07-24,150000000,292817841
2009-07-24,38000000,205298907
2009-07-24,20000000,78769428
2009-07-29,3200000,2828590
2009-07-31,72500000,71880305
2009-07-31,45000000,59551283
2009-07-31,9000000,1635241
2009-07-31,3000000,10473836
2009-08-05,140000000,385680446
2009-08-05,6000000,1365108
2009-08-05,4000000,384244
2009-08-05,3000000,10172519
2009-08-14,39000000,102332135
2009-08-14,34000000,205312666
2009-08-14,30000000,212453431
2009-08-14,20000000,12967829
2009-08-14,10000000,15297318
2009-08-14,5000000,8297
2009-08-21,70000000,316915264
2009-08-21,20000000,29870801
2009-08-21,19700000,16498827
2009-08-21,15000000,6561243
2009-08-21,10000000,295750
2009-08-21,10000000,997921
2009-08-26,29000000,10066366
2009-08-28,40000000,187384627
2009-08-28,15000000,38512850
2009-08-28,10000000,19716
2009-09-01,30000000,115150424
2009-09-01,29000000,1733532
2009-09-01,16000000,78208812
2009-09-01,5000000,10732909
2009-09-09,30000000,48559999
2009-09-10,60000000,172450423
2009-09-10,11400000,29830239
2009-09-10,10000000,721108
2009-09-10,7500000,29652736
2009-09-10,6400000,4199874
2009-09-10,1500000,52429
2009-09-10,230000,2703762
2009-09-17,8500000,17220091
2009-09-18,100000000,236827677
2009-09-18,22000000,41771168
2009-09-18,20000000,1167092
2009-09-18,18000000,36133014
2009-09-18,16000000,31943401
2009-09-18,1000000,1355079
2009-09-22,10000000,90909
2009-09-23,20000000,19121531
2009-09-25,80000000,119668350
2009-09-25,40000000,17033431
2009-09-25,23000000,50813834
2009-09-25,18000000,80227619
2009-09-25,7000000,1429453
2009-09-25,450000,194183034
2009-10-04,30000000,169173206
2009-10-04,30000000,58228460
2009-10-04,18000000,27148898
2009-10-07,42000000,130788243
2009-10-07,18000000,16382538
2009-10-16,100000000,99123656
2009-10-16,53000000,131159781
2009-10-16,20000000,29227561
2009-10-16,10000000,9069
2009-10-23,65000000,41636243
2009-10-23,40000000,19756077
2009-10-23,40000000,39753957
2009-10-23,15000000,7583050
2009-10-23,11000000,69752402
2009-10-23,10000000,723388
2009-10-27,14000000,1553556
2009-10-28,60000000,252091016
2009-10-30,9500000,118482
2009-10-30,8000000,10629320
2009-10-30,1000000,102812
2009-11-08,825000,610776
2009-11-09,35000000,12254746
2009-11-09,19000000,51733921
2009-11-09,12500000,26735797
2009-11-09,160000,156612
2009-11-12,95000000,94894448
2009-11-12,60000000,124514011
2009-11-12,7000000,28142379
2009-11-12,1070000,5348767
2009-11-13,200000000,788408539
2009-11-13,50000000,37472651
2009-11-13,40000000,47085064
2009-11-13,6500000,1744952
2009-11-20,60000000,108996113
2009-11-20,50000000,687557727
2009-11-20,40000000,119627047
2009-11-20,35000000,305705794
2009-11-20,25000000,12413949
2009-11-20,2000000,17896
2009-11-25,105000000,270997378
2009-11-25,50000000,62209892
2009-11-25,35000000,95104304
2009-11-25,25000000,29206732
2009-11-25,25000000,1190003
2009-12-06,110000000,152364370
2009-12-06,55000000,16123323
2009-12-06,5000000,10676073
2009-12-06,1000000,4731944
2009-12-16,8500000,47417251
2009-12-18,425000000,2783918982
2009-12-18,80000000,53508858
2009-12-18,58000000,80480566
2009-12-18,35000000,31878891
2009-12-23,70000000,443483213
2009-12-25,90000000,498438212
2009-12-25,85000000,224614744
2009-12-25,30000000,64352607
2009-12-29,2000000,3620902
2009-12-30,18000000,25727044
2009-12-31,36500000,15000000
2009-12-31,23000000,44195779
2009-12-31,2400000,1333891
2009-12-31,820000,16909
2009-12-31,640000,14812
2010-01-04,125000000,493214888
2010-01-07,150000000,319713881
2010-01-09,20000000,67950723
2010-01-09,350000,310891
2010-01-10,40000000,224922135
2010-01-10,27000000,28773827
2010-01-10,20000000,28270399
2010-01-10,3000000,1022453
2010-01-10,2900000,172867
2010-01-15,80000000,158750817
2010-01-15,28000000,46752858
2010-01-15,18000000,15696146
2010-01-15,3000000,5922292
2010-01-22,48000000,112610386
2010-01-22,31000000,15826984
2010-01-22,26000000,67647574
2010-01-22,9000000,208163
2010-01-22,500000,3824868
2010-01-26,700000,1160
2010-01-29,60000000,82812456
2010-01-29,2000000,102645
2010-02-04,40000000,38899792
2010-02-04,20000000,60831067
2010-02-04,9000000,85527
2010-02-04,6000000,117796
2010-02-04,6000000,13722
2010-02-04,15000,115592
2010-02-19,80000000,299461782
2010-02-19,45000000,65532491
2010-02-19,30000000,52339566
2010-02-19,10000000,109383
2010-02-19,10000000,106466
2010-02-19,3750000,44462
2010-02-26,37000000,55909910
2010-02-26,19000000,56445534
2010-02-26,15500000,318623
2010-02-26,13000000,19910624
2010-03-02,1000000,2721096
2010-03-09,32000000,43603990
2010-03-09,12500000,46370970
2010-03-09,12000000,310946
2010-03-09,1000000,11574
2010-03-12,42000000,8514325
2010-03-12,20000000,873617
2010-03-12,13000000,331266710
2010-03-12,13000000,23014027
2010-03-19,45000000,135808837
2010-03-19,32000000,18195238
2010-03-19,15000000,76954311
2010-03-19,9500000,5278632
2010-03-19,6000000,8173486
2010-03-26,165000000,494870991
2010-03-26,36000000,65967750
2010-03-26,13000000,11831131
2010-03-26,7000000,46488
2010-03-26,3000000,133411
2010-03-31,20000000,92678948
2010-04-06,75000000,95572749
2010-04-06,50000000,89895930
2010-04-06,40000000,91455875
2010-04-06,30000000,26857459
2010-04-06,12000000,557545
2010-04-13,20000000,22139590
2010-04-16,28000000,97531134
2010-04-16,21000000,48977233
2010-04-16,12500000,3931367
2010-04-16,10000000,3541565
2010-04-16,8300000,1353296
2010-04-16,3500000,40527719
2010-04-22,80000000,86787530
2010-04-23,35000000,75281179
2010-04-23,25000000,29863840
2010-04-23,10000000,42226657
2010-04-30,35000000,117729621
2010-04-30,35000000,39340177
2010-04-30,10100000,18726300
2010-04-30,9900000,458054
2010-04-30,7300000,12023606
2010-04-30,3800000,340930
2010-04-30,3000000,4570178
2010-05-02,52000000,53139168
2010-05-02,25000000,142033509
2010-05-02,9000000,148826
2010-05-03,200000000,1025491110
2010-05-03,17000000,39233233
2010-05-03,8000000,3582797
2010-05-11,130000000,321887208
2010-05-11,65000000,211739043
2010-05-11,21000000,38017873
2010-05-11,18000000,60217171
2010-05-11,3750000,2436111
2010-05-14,210000000,322241588
2010-05-14,30000000,82148538
2010-05-14,12000000,21867665
2010-05-14,9000000,883887
2010-05-14,500000,12232
2010-05-21,165000000,756244673
2010-05-21,12500000,4360548
2010-05-21,10000000,8629895
2010-05-21,9200000,17155193
2010-05-21,6600000,828
2010-05-27,95000000,294680778
2010-05-28,200000000,314594597
2010-05-28,70000000,38992292
2010-05-28,42000000,11756922
2010-05-28,5000000,16515203
2010-05-28,4200000,101740
2010-06-08,100000000,170936470
2010-06-08,30000000,165889117
2010-06-08,14000000,4127619
2010-06-08,10000000,17704131
2010-06-18,200000000,1069818229
2010-06-18,47000000,11022696
2010-06-18,13000000,3617277
2010-06-18,10000000,15132211
2010-06-18,7000000,10062896
2010-06-18,2500000,100280
2010-06-23,117000000,258751370
2010-06-25,75000000,272223430
2010-06-25,14000000,1903952
2010-06-25,323000,1373407
2010-06-30,68000000,706102828
2010-06-30,25000000,146149
2010-07-05,170000000,623561331
2010-07-05,7000000,6537179
2010-07-14,160000000,217986320
2010-07-16,160000000,832584416
2010-07-16,5700000,731613
2010-07-16,5600000,531806
2010-07-23,130000000,290650494
2010-07-23,15000000,27469621
2010-07-23,4500000,281447
2010-07-23,4500000,32961
2010-07-30,85000000,114979922
2010-07-30,69000000,86796502
2010-07-30,44000000,48478084
2010-07-30,7000000,10828305
2010-07-30,7000000,492108
2010-08-01,20000000,51445503
2010-08-01,19000000,32618920
2010-08-01,18000000,19685588
2010-08-10,38000000,105887837
2010-08-10,35000000,60376247
2010-08-10,25000000,16727470
2010-08-10,22000000,4065020
2010-08-10,10000000,1642939
2010-08-10,8000000,6632950
2010-08-10,2000000,7799257
2010-08-10,1900000,7785229
2010-08-10,1750000,1278471
2010-08-13,85000000,48056764
2010-08-13,82000000,268268174
2010-08-13,60000000,206598789
2010-08-13,4200000,8078683
2010-08-18,20000000,81424988
2010-08-20,35000000,97799865
2010-08-20,24000000,83660160
2010-08-20,19000000,49858465
2010-08-20,18000000,25941437
2010-08-20,17000000,24719879
2010-08-20,4900000,23347469
2010-08-27,32000000,70587268
2010-08-27,15000000,7885048
2010-08-27,2000000,10024
2010-08-27,1800000,70165900
2010-09-03,16000000,47707417
2010-09-04,55000000,152269033
2010-09-04,4500000,2481925
2010-09-04,3000000,3237452
2010-09-04,2500000,118666
2010-09-04,1900000,740932
2010-09-07,69000000,543495033
2010-09-07,40000000,127234389
2010-09-07,5600000,18527766
2010-09-07,4000000,36275469
2010-09-15,15000000,11173718
2010-09-17,37000000,152566881
2010-09-17,20000000,48958353
2010-09-17,10000000,63354114
2010-09-17,8000000,76200721
2010-09-17,6800000,16038343
2010-09-22,15000000,34247816
2010-09-24,100000000,139716717
2010-09-24,70000000,137431619
2010-09-24,20000000,32838945
2010-09-24,16000000,1467278
2010-09-24,2000000,636706
2010-09-24,1987650,21270290
2010-10-02,12000000,1595168
2010-10-09,57500000,295874190
2010-10-09,6750000,6812530
2010-10-09,5000000,282687
2010-10-11,40000000,59795070
2010-10-12,155000000,418186950
2010-10-12,100000000,278731369
2010-10-12,20000000,277943
2010-10-12,11000000,129262388
2010-10-15,60000000,196439693
2010-10-15,50000000,105246941
2010-10-15,20000000,171685793
2010-10-15,18000000,157002
2010-10-15,12500000,11826980
2010-10-15,1600000,2595644
2010-10-15,400000,433588
2010-10-15,30000,9812
2010-10-20,3000000,177512032
2010-10-29,17000000,133735284
2010-10-29,10000000,355919
2010-10-29,8000000,5314194
2010-10-29,500000,5639730
2010-11-05,16000000,64733391
2010-11-06,110000000,177241171
2010-11-06,40000000,351774938
2010-11-06,2000000,16131551
2010-11-06,2000000,10679
2010-11-19,125000000,960283305
2010-11-19,30000000,67255916
2010-11-19,8000000,15644196
2010-11-24,260000000,586581936
2010-11-24,90000000,20466016
2010-11-24,55000000,90552675
2010-11-24,30000000,102716321
2010-11-24,24000000,35792945
2010-11-26,15000000,430821168
2010-12-02,150000000,142634358
2010-12-02,95000000,223050874
2010-12-02,52000000,217569328
2010-12-02,8470000,42355526
2010-12-03,100000000,97523020
2010-12-03,20000000,48680977
2010-12-03,16000000,56506120
2010-12-03,14000000,21410546
2010-12-03,40000,25572
2010-12-11,95000000,169511609
2010-12-11,10000000,78693371
2010-12-11,50000,424149
2010-12-17,200000000,400062763
2010-12-17,120000000,49628177
2010-12-17,80000000,204774690
2010-12-17,12500000,2272186
2010-12-17,5000000,6205034
2010-12-22,100000000,310650574
2010-12-22,35000000,252276928
2010-12-22,15000000,20601987
2010-12-22,7000000,17023121
2010-12-25,112000000,232017848
2010-12-25,17000000,8609949
2010-12-29,8000000,20005613
2010-12-29,1000000,16566240
2010-12-31,30000000,53048539
2010-12-31,25000000,71594792
2010-12-31,25000000,9445081
2010-12-31,10000000,15037867
2010-12-31,9100000,18872126
2011-01-04,63000000,188657593
2011-01-04,32000000,140428499
2011-01-04,13400000,164247
2011-01-04,5500000,15867314
2011-01-04,4000000,120016
2011-01-04,2500000,593933
2011-01-04,1500000,99870886
2011-01-04,500000,680914
2011-01-07,30000000,61449135
2011-01-07,20000000,39686769
2011-01-07,1000000,51587
2011-01-14,110000000,229155503
2011-01-14,70000000,70546865
2011-01-14,30000000,8845575
2011-01-14,3800000,41914
2011-01-21,25000000,149228078
2011-01-28,42500000,76347393
2011-01-28,37000000,97143987
2011-01-28,35000000,24687524
2011-02-09,25000000,32209741
2011-02-09,5000000,26517819
2011-02-09,4500000,9330465
2011-02-12,6500000,20412841
2011-02-18,50000000,146195159
2011-02-18,40000000,136123083
2011-02-18,32000000,82332450
2011-02-25,68000000,87173475
2011-02-25,50000000,41042583
2011-02-25,5000000,46263525
2011-02-25,200000,2430735
2011-03-06,160000000,355408305
2011-03-06,3200000,14314407
2011-03-06,1900000,4581937
2011-03-18,40000000,87145086
2011-03-18,40000000,101162106
2011-03-18,27000000,155564919
2011-03-18,5800000,9662214
2011-03-25,75000000,89758389
2011-03-25,18000000,73695194
2011-03-25,6000000,408159
2011-04-02,30000000,104283753
2011-04-02,16000000,52545707
2011-04-03,135000000,245504574
2011-04-03,50200000,126931325
2011-04-03,19000000,7576604
2011-04-03,17000000,38028230
2011-04-03,6000000,13168809
2011-04-10,25000000,8208594
2011-04-11,85000000,150422946
